,Antecedent,Consequent,Confidence_score
417,"('3/2/2011 12:21',)","('16128.0', '545411')",1.0
418,"('16128.0', '3/2/2011 12:21')","('545411',)",1.0
419,"('16128.0', '545411')","('3/2/2011 12:21',)",1.0
420,"('3/2/2011 12:21', '545411')","('16128.0',)",1.0
421,"('545514',)","('15053.0', '3/3/2011 12:06')",1.0
422,"('15053.0', '3/3/2011 12:06')","('545514',)",1.0
423,"('15053.0', '545514')","('3/3/2011 12:06',)",1.0
424,"('3/3/2011 12:06', '545514')","('15053.0',)",1.0
425,"('545544',)","('14057.0', '3/3/2011 14:56')",1.0
426,"('3/3/2011 14:56',)","('14057.0', '545544')",1.0
427,"('14057.0', '3/3/2011 14:56')","('545544',)",1.0
428,"('14057.0', '545544')","('3/3/2011 14:56',)",1.0
429,"('3/3/2011 14:56', '545544')","('14057.0',)",1.0
430,"('545555',)","('17757.0', '3/3/2011 15:17')",1.0
431,"('3/3/2011 15:17',)","('17757.0', '545555')",1.0
432,"('17757.0', '3/3/2011 15:17')","('545555',)",1.0
433,"('17757.0', '545555')","('3/3/2011 15:17',)",1.0
434,"('3/3/2011 15:17', '545555')","('17757.0',)",1.0
435,"('545580',)","('13931.0', '3/4/2011 8:43')",1.0
436,"('3/4/2011 8:43',)","('13931.0', '545580')",1.0
437,"('13931.0', '3/4/2011 8:43')","('545580',)",1.0
438,"('13931.0', '545580')","('3/4/2011 8:43',)",1.0
439,"('3/4/2011 8:43', '545580')","('13931.0',)",1.0
440,"('545595',)","('14570.0', '3/4/2011 10:39')",1.0
441,"('3/4/2011 10:39',)","('14570.0', '545595')",1.0
442,"('14570.0', '3/4/2011 10:39')","('545595',)",1.0
443,"('14570.0', '545595')","('3/4/2011 10:39',)",1.0
444,"('3/4/2011 10:39', '545595')","('14570.0',)",1.0
445,"('545637',)","('15514.0', '3/4/2011 12:16')",1.0
446,"('3/4/2011 12:16',)","('15514.0', '545637')",1.0
447,"('15514.0', '3/4/2011 12:16')","('545637',)",1.0
448,"('15514.0', '545637')","('3/4/2011 12:16',)",1.0
449,"('3/4/2011 12:16', '545637')","('15514.0',)",1.0
450,"('545696',)","('15696.0', '3/6/2011 14:21')",1.0
451,"('3/6/2011 14:21',)","('15696.0', '545696')",1.0
452,"('15696.0', '3/6/2011 14:21')","('545696',)",1.0
453,"('15696.0', '545696')","('3/6/2011 14:21',)",1.0
454,"('3/6/2011 14:21', '545696')","('15696.0',)",1.0
455,"('14247.0',)","('3/6/2011 15:21', '545702')",1.0
456,"('545702',)","('14247.0', '3/6/2011 15:21')",1.0
457,"('3/6/2011 15:21',)","('14247.0', '545702')",1.0
458,"('14247.0', '3/6/2011 15:21')","('545702',)",1.0
459,"('14247.0', '545702')","('3/6/2011 15:21',)",1.0
460,"('3/6/2011 15:21', '545702')","('14247.0',)",1.0
461,"('12614.0',)","('3/7/2011 10:22', '545718')",1.0
462,"('545718',)","('12614.0', '3/7/2011 10:22')",1.0
463,"('3/7/2011 10:22',)","('12614.0', '545718')",1.0
464,"('12614.0', '3/7/2011 10:22')","('545718',)",1.0
465,"('12614.0', '545718')","('3/7/2011 10:22',)",1.0
466,"('3/7/2011 10:22', '545718')","('12614.0',)",1.0
467,"('3/7/2011 13:45',)","('15026.0',)",0.9090909090909091
468,"('545851',)","('15026.0', '3/7/2011 13:45')",1.0
469,"('15026.0', '3/7/2011 13:45')","('545851',)",1.0
470,"('15026.0', '545851')","('3/7/2011 13:45',)",1.0
471,"('3/7/2011 13:45', '545851')","('15026.0',)",1.0
472,"('545908',)","('14709.0', '3/8/2011 9:26')",1.0
473,"('3/8/2011 9:26',)","('14709.0', '545908')",1.0
474,"('14709.0', '3/8/2011 9:26')","('545908',)",1.0
475,"('14709.0', '545908')","('3/8/2011 9:26',)",1.0
476,"('3/8/2011 9:26', '545908')","('14709.0',)",1.0
477,"('546034',)","('14032.0', '3/9/2011 9:44')",1.0
478,"('3/9/2011 9:44',)","('14032.0', '546034')",1.0
479,"('14032.0', '3/9/2011 9:44')","('546034',)",1.0
480,"('14032.0', '546034')","('3/9/2011 9:44',)",1.0
481,"('3/9/2011 9:44', '546034')","('14032.0',)",1.0
482,"('546062',)","('16221.0', '3/9/2011 10:51')",1.0
483,"('3/9/2011 10:51',)","('16221.0', '546062')",1.0
484,"('16221.0', '3/9/2011 10:51')","('546062',)",1.0
485,"('16221.0', '546062')","('3/9/2011 10:51',)",1.0
486,"('3/9/2011 10:51', '546062')","('16221.0',)",1.0
487,"('546235',)","('14976.0', '3/10/2011 12:42')",1.0
488,"('3/10/2011 12:42',)","('14976.0', '546235')",1.0
489,"('14976.0', '3/10/2011 12:42')","('546235',)",1.0
490,"('14976.0', '546235')","('3/10/2011 12:42',)",1.0
491,"('3/10/2011 12:42', '546235')","('14976.0',)",1.0
492,"('546304',)","('14077.0', '3/10/2011 15:52')",1.0
493,"('3/10/2011 15:52',)","('14077.0', '546304')",1.0
494,"('14077.0', '3/10/2011 15:52')","('546304',)",1.0
495,"('14077.0', '546304')","('3/10/2011 15:52',)",1.0
496,"('3/10/2011 15:52', '546304')","('14077.0',)",1.0
497,"('84535A',)","('ENGLISH ROSE NOTEBOOK A6 SIZE',)",1.0
498,"('ENGLISH ROSE NOTEBOOK A6 SIZE',)","('84535A',)",1.0
499,"('3/11/2011 9:39',)","('16475.0',)",0.9090909090909091
500,"('546321',)","('16475.0', '3/11/2011 9:39')",1.0
501,"('16475.0', '3/11/2011 9:39')","('546321',)",1.0
502,"('16475.0', '546321')","('3/11/2011 9:39',)",1.0
503,"('3/11/2011 9:39', '546321')","('16475.0',)",1.0
504,"('546373',)","('12583.0', '3/11/2011 12:00')",1.0
505,"('3/11/2011 12:00',)","('12583.0', '546373')",1.0
506,"('12583.0', '3/11/2011 12:00')","('546373',)",1.0
507,"('12583.0', '546373')","('3/11/2011 12:00',)",1.0
508,"('3/11/2011 12:00', '546373')","('12583.0',)",1.0
509,"('16297.0',)","('3/16/2011 8:29', '546681')",0.8695652173913043
510,"('546681',)","('16297.0', '3/16/2011 8:29')",1.0
511,"('3/16/2011 8:29',)","('16297.0', '546681')",1.0
512,"('16297.0', '3/16/2011 8:29')","('546681',)",1.0
513,"('16297.0', '546681')","('3/16/2011 8:29',)",1.0
514,"('3/16/2011 8:29', '546681')","('16297.0',)",1.0
515,"('14633.0',)","('3/18/2011 17:07', '547026')",1.0
516,"('547026',)","('14633.0', '3/18/2011 17:07')",1.0
517,"('3/18/2011 17:07',)","('14633.0', '547026')",1.0
518,"('14633.0', '3/18/2011 17:07')","('547026',)",1.0
519,"('14633.0', '547026')","('3/18/2011 17:07',)",1.0
520,"('3/18/2011 17:07', '547026')","('14633.0',)",1.0
521,"('547044',)","('14071.0', '3/20/2011 11:33')",1.0
522,"('3/20/2011 11:33',)","('14071.0', '547044')",1.0
523,"('14071.0', '3/20/2011 11:33')","('547044',)",1.0
524,"('14071.0', '547044')","('3/20/2011 11:33',)",1.0
525,"('3/20/2011 11:33', '547044')","('14071.0',)",1.0
526,"('547068',)","('13985.0', '3/20/2011 13:48')",1.0
527,"('3/20/2011 13:48',)","('13985.0', '547068')",1.0
528,"('13985.0', '3/20/2011 13:48')","('547068',)",1.0
529,"('13985.0', '547068')","('3/20/2011 13:48',)",1.0
530,"('3/20/2011 13:48', '547068')","('13985.0',)",1.0
531,"('547109',)","('12423.0', '3/21/2011 11:46')",1.0
532,"('3/21/2011 11:46',)","('12423.0', '547109')",1.0
533,"('12423.0', '3/21/2011 11:46')","('547109',)",1.0
534,"('12423.0', '547109')","('3/21/2011 11:46',)",1.0
535,"('3/21/2011 11:46', '547109')","('12423.0',)",1.0
536,"('547251',)","('17865.0', '3/22/2011 9:43')",1.0
537,"('3/22/2011 9:43',)","('17865.0', '547251')",1.0
538,"('17865.0', '3/22/2011 9:43')","('547251',)",1.0
539,"('17865.0', '547251')","('3/22/2011 9:43',)",1.0
540,"('3/22/2011 9:43', '547251')","('17865.0',)",1.0
541,"('547412',)","('12399.0', '3/23/2011 9:42')",1.0
542,"('3/23/2011 9:42',)","('12399.0', '547412')",1.0
543,"('12399.0', '3/23/2011 9:42')","('547412',)",1.0
544,"('12399.0', '547412')","('3/23/2011 9:42',)",1.0
545,"('3/23/2011 9:42', '547412')","('12399.0',)",1.0
546,"('547569',)","('17491.0', '3/24/2011 9:50')",1.0
547,"('17491.0', '3/24/2011 9:50')","('547569',)",1.0
548,"('17491.0', '547569')","('3/24/2011 9:50',)",1.0
549,"('3/24/2011 9:50', '547569')","('17491.0',)",1.0
550,"('547829',)","('16081.0', '3/25/2011 15:24')",1.0
551,"('3/25/2011 15:24',)","('16081.0', '547829')",1.0
552,"('16081.0', '3/25/2011 15:24')","('547829',)",1.0
553,"('16081.0', '547829')","('3/25/2011 15:24',)",1.0
554,"('3/25/2011 15:24', '547829')","('16081.0',)",1.0
555,"('547839',)","('12916.0', '3/27/2011 10:54')",1.0
556,"('3/27/2011 10:54',)","('12916.0', '547839')",1.0
557,"('12916.0', '3/27/2011 10:54')","('547839',)",1.0
558,"('12916.0', '547839')","('3/27/2011 10:54',)",1.0
559,"('3/27/2011 10:54', '547839')","('12916.0',)",1.0
560,"('547864',)","('15716.0', '3/27/2011 13:10')",1.0
561,"('3/27/2011 13:10',)","('15716.0', '547864')",1.0
562,"('15716.0', '3/27/2011 13:10')","('547864',)",1.0
563,"('15716.0', '547864')","('3/27/2011 13:10',)",1.0
564,"('3/27/2011 13:10', '547864')","('15716.0',)",1.0
565,"('547870',)","('13668.0', '3/27/2011 14:18')",1.0
566,"('3/27/2011 14:18',)","('13668.0', '547870')",1.0
567,"('13668.0', '3/27/2011 14:18')","('547870',)",1.0
568,"('13668.0', '547870')","('3/27/2011 14:18',)",1.0
569,"('3/27/2011 14:18', '547870')","('13668.0',)",1.0
570,"('547877',)","('14573.0', '3/27/2011 15:46')",1.0
571,"('3/27/2011 15:46',)","('14573.0', '547877')",1.0
572,"('14573.0', '3/27/2011 15:46')","('547877',)",1.0
573,"('14573.0', '547877')","('3/27/2011 15:46',)",1.0
574,"('3/27/2011 15:46', '547877')","('14573.0',)",1.0
575,"('547886',)","('13652.0', '3/28/2011 9:21')",1.0
576,"('3/28/2011 9:21',)","('13652.0', '547886')",1.0
577,"('13652.0', '3/28/2011 9:21')","('547886',)",1.0
578,"('13652.0', '547886')","('3/28/2011 9:21',)",1.0
579,"('3/28/2011 9:21', '547886')","('13652.0',)",1.0
580,"('548156',)","('14871.0', '3/29/2011 13:22')",1.0
581,"('3/29/2011 13:22',)","('14871.0', '548156')",1.0
582,"('14871.0', '3/29/2011 13:22')","('548156',)",1.0
583,"('14871.0', '548156')","('3/29/2011 13:22',)",1.0
584,"('3/29/2011 13:22', '548156')","('14871.0',)",1.0
585,"('548199',)","('16945.0', '3/29/2011 16:12')",1.0
586,"('3/29/2011 16:12',)","('16945.0', '548199')",1.0
587,"('16945.0', '3/29/2011 16:12')","('548199',)",1.0
588,"('16945.0', '548199')","('3/29/2011 16:12',)",1.0
589,"('3/29/2011 16:12', '548199')","('16945.0',)",1.0
590,"('548331',)","('13047.0', '3/30/2011 13:28')",1.0
591,"('3/30/2011 13:28',)","('13047.0', '548331')",1.0
592,"('13047.0', '3/30/2011 13:28')","('548331',)",1.0
593,"('13047.0', '548331')","('3/30/2011 13:28',)",1.0
594,"('3/30/2011 13:28', '548331')","('13047.0',)",1.0
595,"('548353',)","('15980.0', '3/30/2011 15:05')",1.0
596,"('3/30/2011 15:05',)","('15980.0', '548353')",1.0
597,"('15980.0', '3/30/2011 15:05')","('548353',)",1.0
598,"('15980.0', '548353')","('3/30/2011 15:05',)",1.0
599,"('3/30/2011 15:05', '548353')","('15980.0',)",1.0
600,"('548361',)","('16092.0', '3/30/2011 15:38')",1.0
601,"('3/30/2011 15:38',)","('16092.0', '548361')",1.0
602,"('16092.0', '3/30/2011 15:38')","('548361',)",1.0
603,"('16092.0', '548361')","('3/30/2011 15:38',)",1.0
604,"('3/30/2011 15:38', '548361')","('16092.0',)",1.0
605,"('548655',)","('15605.0', '4/1/2011 13:47')",1.0
606,"('15605.0', '4/1/2011 13:47')","('548655',)",1.0
607,"('15605.0', '548655')","('4/1/2011 13:47',)",1.0
608,"('4/1/2011 13:47', '548655')","('15605.0',)",1.0
609,"('549007',)","('17470.0', '4/5/2011 14:38')",1.0
610,"('4/5/2011 14:38',)","('17470.0', '549007')",1.0
611,"('17470.0', '4/5/2011 14:38')","('549007',)",1.0
612,"('17470.0', '549007')","('4/5/2011 14:38',)",1.0
613,"('4/5/2011 14:38', '549007')","('17470.0',)",1.0
614,"('13863.0',)","('4/6/2011 10:20', '549053')",0.9090909090909091
615,"('549053',)","('13863.0', '4/6/2011 10:20')",1.0
616,"('4/6/2011 10:20',)","('13863.0', '549053')",1.0
617,"('13863.0', '4/6/2011 10:20')","('549053',)",1.0
618,"('13863.0', '549053')","('4/6/2011 10:20',)",1.0
619,"('4/6/2011 10:20', '549053')","('13863.0',)",1.0
620,"('549101',)","('14606.0', '4/6/2011 11:34')",1.0
621,"('14606.0', '4/6/2011 11:34')","('549101',)",1.0
622,"('14606.0', '549101')","('4/6/2011 11:34',)",1.0
623,"('4/6/2011 11:34', '549101')","('14606.0',)",1.0
624,"('DECORATION WOBBLY CHICKEN',)","('22287',)",1.0
625,"('549188',)","('13731.0', '4/7/2011 10:10')",1.0
626,"('4/7/2011 10:10',)","('13731.0', '549188')",1.0
627,"('13731.0', '4/7/2011 10:10')","('549188',)",1.0
628,"('13731.0', '549188')","('4/7/2011 10:10',)",1.0
629,"('4/7/2011 10:10', '549188')","('13731.0',)",1.0
630,"('14619.0',)","('4/8/2011 7:37', '549296')",0.9090909090909091
631,"('549296',)","('14619.0', '4/8/2011 7:37')",1.0
632,"('4/8/2011 7:37',)","('14619.0', '549296')",1.0
633,"('14619.0', '4/8/2011 7:37')","('549296',)",1.0
634,"('14619.0', '549296')","('4/8/2011 7:37',)",1.0
635,"('4/8/2011 7:37', '549296')","('14619.0',)",1.0
636,"('549592',)","('14311.0', '4/11/2011 10:14')",1.0
637,"('4/11/2011 10:14',)","('14311.0', '549592')",1.0
638,"('14311.0', '4/11/2011 10:14')","('549592',)",1.0
639,"('14311.0', '549592')","('4/11/2011 10:14',)",1.0
640,"('4/11/2011 10:14', '549592')","('14311.0',)",1.0
641,"('549745',)","('13577.0', '4/12/2011 10:33')",1.0
642,"('4/12/2011 10:33',)","('13577.0', '549745')",1.0
643,"('13577.0', '4/12/2011 10:33')","('549745',)",1.0
644,"('13577.0', '549745')","('4/12/2011 10:33',)",1.0
645,"('4/12/2011 10:33', '549745')","('13577.0',)",1.0
646,"('549825',)","('12463.0', '4/12/2011 12:47')",1.0
647,"('4/12/2011 12:47',)","('12463.0', '549825')",1.0
648,"('12463.0', '4/12/2011 12:47')","('549825',)",1.0
649,"('12463.0', '549825')","('4/12/2011 12:47',)",1.0
650,"('4/12/2011 12:47', '549825')","('12463.0',)",1.0
651,"('4/12/2011 12:56',)","('16713.0',)",0.9090909090909091
652,"('549829',)","('16713.0', '4/12/2011 12:56')",1.0
653,"('16713.0', '4/12/2011 12:56')","('549829',)",1.0
654,"('16713.0', '549829')","('4/12/2011 12:56',)",1.0
655,"('4/12/2011 12:56', '549829')","('16713.0',)",1.0
656,"('549835',)","('17511.0', '4/12/2011 13:24')",1.0
657,"('4/12/2011 13:24',)","('17511.0', '549835')",1.0
658,"('17511.0', '4/12/2011 13:24')","('549835',)",1.0
659,"('17511.0', '549835')","('4/12/2011 13:24',)",1.0
660,"('4/12/2011 13:24', '549835')","('17511.0',)",1.0
661,"('549837',)","('16705.0', '4/12/2011 13:38')",1.0
662,"('4/12/2011 13:38',)","('16705.0', '549837')",1.0
663,"('16705.0', '4/12/2011 13:38')","('549837',)",1.0
664,"('16705.0', '549837')","('4/12/2011 13:38',)",1.0
665,"('4/12/2011 13:38', '549837')","('16705.0',)",1.0
666,"('549977',)","('14810.0', '4/13/2011 14:54')",1.0
667,"('4/13/2011 14:54',)","('14810.0', '549977')",1.0
668,"('14810.0', '4/13/2011 14:54')","('549977',)",1.0
669,"('14810.0', '549977')","('4/13/2011 14:54',)",1.0
670,"('4/13/2011 14:54', '549977')","('14810.0',)",1.0
671,"('16933.0',)","('4/14/2011 13:33', '550132')",0.8695652173913043
672,"('550132',)","('16933.0', '4/14/2011 13:33')",1.0
673,"('4/14/2011 13:33',)","('16933.0', '550132')",1.0
674,"('16933.0', '4/14/2011 13:33')","('550132',)",1.0
675,"('16933.0', '550132')","('4/14/2011 13:33',)",1.0
676,"('4/14/2011 13:33', '550132')","('16933.0',)",1.0
677,"('14206.0',)","('4/14/2011 16:38', '550167')",0.9523809523809523
678,"('550167',)","('14206.0', '4/14/2011 16:38')",1.0
679,"('4/14/2011 16:38',)","('14206.0', '550167')",1.0
680,"('14206.0', '4/14/2011 16:38')","('550167',)",1.0
681,"('14206.0', '550167')","('4/14/2011 16:38',)",1.0
682,"('4/14/2011 16:38', '550167')","('14206.0',)",1.0
683,"('550326',)","('14532.0', '4/17/2011 13:05')",1.0
684,"('4/17/2011 13:05',)","('14532.0', '550326')",1.0
685,"('14532.0', '4/17/2011 13:05')","('550326',)",1.0
686,"('14532.0', '550326')","('4/17/2011 13:05',)",1.0
687,"('4/17/2011 13:05', '550326')","('14532.0',)",1.0
688,"('550329',)","('13951.0', '4/17/2011 13:20')",1.0
689,"('4/17/2011 13:20',)","('13951.0', '550329')",1.0
690,"('13951.0', '4/17/2011 13:20')","('550329',)",1.0
691,"('13951.0', '550329')","('4/17/2011 13:20',)",1.0
692,"('4/17/2011 13:20', '550329')","('13951.0',)",1.0
693,"('550361',)","('13082.0', '4/18/2011 11:10')",1.0
694,"('4/18/2011 11:10',)","('13082.0', '550361')",1.0
695,"('13082.0', '4/18/2011 11:10')","('550361',)",1.0
696,"('13082.0', '550361')","('4/18/2011 11:10',)",1.0
697,"('4/18/2011 11:10', '550361')","('13082.0',)",1.0
698,"('550526',)","('14309.0', '4/19/2011 10:40')",1.0
699,"('4/19/2011 10:40',)","('14309.0', '550526')",1.0
700,"('14309.0', '4/19/2011 10:40')","('550526',)",1.0
701,"('14309.0', '550526')","('4/19/2011 10:40',)",1.0
702,"('4/19/2011 10:40', '550526')","('14309.0',)",1.0
703,"('550773',)","('17567.0', '4/20/2011 13:15')",1.0
704,"('4/20/2011 13:15',)","('17567.0', '550773')",1.0
705,"('17567.0', '4/20/2011 13:15')","('550773',)",1.0
706,"('17567.0', '550773')","('4/20/2011 13:15',)",1.0
707,"('4/20/2011 13:15', '550773')","('17567.0',)",1.0
708,"('550803',)","('18177.0', '4/20/2011 15:25')",1.0
709,"('4/20/2011 15:25',)","('18177.0', '550803')",1.0
710,"('18177.0', '4/20/2011 15:25')","('550803',)",1.0
711,"('18177.0', '550803')","('4/20/2011 15:25',)",1.0
712,"('4/20/2011 15:25', '550803')","('18177.0',)",1.0
713,"('4/21/2011 10:29',)","('13534.0',)",1.0
714,"('550955',)","('14189.0', '4/21/2011 16:26')",1.0
715,"('4/21/2011 16:26',)","('14189.0', '550955')",1.0
716,"('14189.0', '4/21/2011 16:26')","('550955',)",1.0
717,"('14189.0', '550955')","('4/21/2011 16:26',)",1.0
718,"('4/21/2011 16:26', '550955')","('14189.0',)",1.0
719,"('551033',)","('15039.0', '4/26/2011 11:32')",1.0
720,"('4/26/2011 11:32',)","('15039.0', '551033')",1.0
721,"('15039.0', '4/26/2011 11:32')","('551033',)",1.0
722,"('15039.0', '551033')","('4/26/2011 11:32',)",1.0
723,"('4/26/2011 11:32', '551033')","('15039.0',)",1.0
724,"('551218',)","('18077.0', '4/27/2011 11:41')",1.0
725,"('4/27/2011 11:41',)","('18077.0', '551218')",1.0
726,"('18077.0', '4/27/2011 11:41')","('551218',)",1.0
727,"('18077.0', '551218')","('4/27/2011 11:41',)",1.0
728,"('4/27/2011 11:41', '551218')","('18077.0',)",1.0
729,"('551289',)","('18226.0', '4/27/2011 14:18')",1.0
730,"('4/27/2011 14:18',)","('18226.0', '551289')",1.0
731,"('18226.0', '4/27/2011 14:18')","('551289',)",1.0
732,"('18226.0', '551289')","('4/27/2011 14:18',)",1.0
733,"('4/27/2011 14:18', '551289')","('18226.0',)",1.0
734,"('551412',)","('15508.0', '4/28/2011 13:31')",1.0
735,"('4/28/2011 13:31',)","('15508.0', '551412')",1.0
736,"('15508.0', '4/28/2011 13:31')","('551412',)",1.0
737,"('15508.0', '551412')","('4/28/2011 13:31',)",1.0
738,"('4/28/2011 13:31', '551412')","('15508.0',)",1.0
739,"('15210.0',)","('4/28/2011 16:11', '551462')",1.0
740,"('551462',)","('15210.0', '4/28/2011 16:11')",1.0
741,"('4/28/2011 16:11',)","('15210.0', '551462')",1.0
742,"('15210.0', '4/28/2011 16:11')","('551462',)",1.0
743,"('15210.0', '551462')","('4/28/2011 16:11',)",1.0
744,"('4/28/2011 16:11', '551462')","('15210.0',)",1.0
745,"('551532',)","('16554.0', '5/1/2011 14:17')",1.0
746,"('5/1/2011 14:17',)","('16554.0', '551532')",1.0
747,"('16554.0', '5/1/2011 14:17')","('551532',)",1.0
748,"('16554.0', '551532')","('5/1/2011 14:17',)",1.0
749,"('5/1/2011 14:17', '551532')","('16554.0',)",1.0
750,"('551539',)","('12598.0', '5/3/2011 8:40')",1.0
751,"('5/3/2011 8:40',)","('12598.0', '551539')",1.0
752,"('12598.0', '5/3/2011 8:40')","('551539',)",1.0
753,"('12598.0', '551539')","('5/3/2011 8:40',)",1.0
754,"('5/3/2011 8:40', '551539')","('12598.0',)",1.0
755,"('551655',)","('17757.0', '5/3/2011 12:07')",1.0
756,"('5/3/2011 12:07',)","('17757.0', '551655')",1.0
757,"('17757.0', '5/3/2011 12:07')","('551655',)",1.0
758,"('17757.0', '551655')","('5/3/2011 12:07',)",1.0
759,"('5/3/2011 12:07', '551655')","('17757.0',)",1.0
760,"('551686',)","('13668.0', '5/3/2011 12:53')",1.0
761,"('5/3/2011 12:53',)","('13668.0', '551686')",1.0
762,"('13668.0', '5/3/2011 12:53')","('551686',)",1.0
763,"('13668.0', '551686')","('5/3/2011 12:53',)",1.0
764,"('5/3/2011 12:53', '551686')","('13668.0',)",1.0
765,"('551812',)","('15527.0', '5/4/2011 11:39')",1.0
766,"('5/4/2011 11:39',)","('15527.0', '551812')",1.0
767,"('15527.0', '5/4/2011 11:39')","('551812',)",1.0
768,"('15527.0', '551812')","('5/4/2011 11:39',)",1.0
769,"('5/4/2011 11:39', '551812')","('15527.0',)",1.0
770,"('551820',)","('12645.0', '5/4/2011 12:11')",1.0
771,"('5/4/2011 12:11',)","('12645.0', '551820')",1.0
772,"('12645.0', '5/4/2011 12:11')","('551820',)",1.0
773,"('12645.0', '551820')","('5/4/2011 12:11',)",1.0
774,"('5/4/2011 12:11', '551820')","('12645.0',)",1.0
775,"('551833',)","('16779.0', '5/4/2011 13:12')",1.0
776,"('5/4/2011 13:12',)","('16779.0', '551833')",1.0
777,"('16779.0', '5/4/2011 13:12')","('551833',)",1.0
778,"('16779.0', '551833')","('5/4/2011 13:12',)",1.0
779,"('5/4/2011 13:12', '551833')","('16779.0',)",1.0
780,"('552038',)","('14156.0', '5/6/2011 8:08')",1.0
781,"('5/6/2011 8:08',)","('14156.0', '552038')",1.0
782,"('14156.0', '5/6/2011 8:08')","('552038',)",1.0
783,"('14156.0', '552038')","('5/6/2011 8:08',)",1.0
784,"('5/6/2011 8:08', '552038')","('14156.0',)",1.0
785,"('552065',)","('16729.0', '5/6/2011 11:20')",1.0
786,"('5/6/2011 11:20',)","('16729.0', '552065')",1.0
787,"('16729.0', '5/6/2011 11:20')","('552065',)",1.0
788,"('16729.0', '552065')","('5/6/2011 11:20',)",1.0
789,"('5/6/2011 11:20', '552065')","('16729.0',)",1.0
790,"('552330',)","('12948.0', '5/9/2011 10:13')",1.0
791,"('5/9/2011 10:13',)","('12948.0', '552330')",1.0
792,"('12948.0', '5/9/2011 10:13')","('552330',)",1.0
793,"('12948.0', '552330')","('5/9/2011 10:13',)",1.0
794,"('5/9/2011 10:13', '552330')","('12948.0',)",1.0
795,"('552571',)","('14688.0', '5/10/2011 12:08')",1.0
796,"('5/10/2011 12:08',)","('14688.0', '552571')",1.0
797,"('14688.0', '5/10/2011 12:08')","('552571',)",1.0
798,"('14688.0', '552571')","('5/10/2011 12:08',)",1.0
799,"('5/10/2011 12:08', '552571')","('14688.0',)",1.0
800,"('552711',)","('16143.0', '5/11/2011 8:32')",1.0
801,"('5/11/2011 8:32',)","('16143.0', '552711')",1.0
802,"('16143.0', '5/11/2011 8:32')","('552711',)",1.0
803,"('16143.0', '552711')","('5/11/2011 8:32',)",1.0
804,"('5/11/2011 8:32', '552711')","('16143.0',)",1.0
805,"('552804',)","('15615.0', '5/11/2011 12:32')",1.0
806,"('15615.0', '5/11/2011 12:32')","('552804',)",1.0
807,"('15615.0', '552804')","('5/11/2011 12:32',)",1.0
808,"('5/11/2011 12:32', '552804')","('15615.0',)",1.0
809,"('553057',)","('16161.0', '5/13/2011 10:41')",1.0
810,"('5/13/2011 10:41',)","('16161.0', '553057')",1.0
811,"('16161.0', '5/13/2011 10:41')","('553057',)",1.0
812,"('16161.0', '553057')","('5/13/2011 10:41',)",1.0
813,"('5/13/2011 10:41', '553057')","('16161.0',)",1.0
814,"('553179',)","('15440.0', '5/15/2011 11:30')",1.0
