,Antecedent,Consequent,Confidence_score
433,"('5/19/2011 17:48', '553901')","('14911.0',)",1.0
434,"('554069',)","('15281.0', '5/22/2011 10:57')",1.0
435,"('5/22/2011 10:57',)","('15281.0', '554069')",1.0
436,"('15281.0', '5/22/2011 10:57')","('554069',)",1.0
437,"('15281.0', '554069')","('5/22/2011 10:57',)",1.0
438,"('5/22/2011 10:57', '554069')","('15281.0',)",1.0
439,"('554070',)","('13555.0', '5/22/2011 11:06')",1.0
440,"('5/22/2011 11:06',)","('13555.0', '554070')",1.0
441,"('13555.0', '5/22/2011 11:06')","('554070',)",1.0
442,"('13555.0', '554070')","('5/22/2011 11:06',)",1.0
443,"('5/22/2011 11:06', '554070')","('13555.0',)",1.0
444,"('554093',)","('14837.0', '5/22/2011 12:49')",1.0
445,"('14837.0', '5/22/2011 12:49')","('554093',)",1.0
446,"('14837.0', '554093')","('5/22/2011 12:49',)",1.0
447,"('5/22/2011 12:49', '554093')","('14837.0',)",1.0
448,"('13737.0',)","('5/23/2011 16:32', '554326')",1.0
449,"('554326',)","('13737.0', '5/23/2011 16:32')",1.0
450,"('5/23/2011 16:32',)","('13737.0', '554326')",1.0
451,"('13737.0', '5/23/2011 16:32')","('554326',)",1.0
452,"('13737.0', '554326')","('5/23/2011 16:32',)",1.0
453,"('5/23/2011 16:32', '554326')","('13737.0',)",1.0
454,"('554650',)","('12681.0', '5/25/2011 12:54')",1.0
455,"('5/25/2011 12:54',)","('12681.0', '554650')",1.0
456,"('12681.0', '5/25/2011 12:54')","('554650',)",1.0
457,"('12681.0', '554650')","('5/25/2011 12:54',)",1.0
458,"('5/25/2011 12:54', '554650')","('12681.0',)",1.0
459,"('5/27/2011 13:30',)","('14338.0',)",0.9090909090909091
460,"('554935',)","('14338.0', '5/27/2011 13:30')",1.0
461,"('14338.0',)","('5/27/2011 13:30',)",0.8823529411764706
462,"('14338.0', '5/27/2011 13:30')","('554935',)",1.0
463,"('14338.0', '554935')","('5/27/2011 13:30',)",1.0
464,"('5/27/2011 13:30', '554935')","('14338.0',)",1.0
465,"('554978',)","('16889.0', '5/29/2011 11:05')",1.0
466,"('5/29/2011 11:05',)","('16889.0', '554978')",1.0
467,"('16889.0', '5/29/2011 11:05')","('554978',)",1.0
468,"('16889.0', '554978')","('5/29/2011 11:05',)",1.0
469,"('5/29/2011 11:05', '554978')","('16889.0',)",1.0
470,"('12426.0',)","('5/29/2011 12:26', '554985')",1.0
471,"('554985',)","('12426.0', '5/29/2011 12:26')",1.0
472,"('5/29/2011 12:26',)","('12426.0', '554985')",1.0
473,"('12426.0', '5/29/2011 12:26')","('554985',)",1.0
474,"('12426.0', '554985')","('5/29/2011 12:26',)",1.0
475,"('5/29/2011 12:26', '554985')","('12426.0',)",1.0
476,"('555245',)","('14800.0', '6/1/2011 14:12')",1.0
477,"('6/1/2011 14:12',)","('14800.0', '555245')",1.0
478,"('14800.0', '555245')","('6/1/2011 14:12',)",1.0
479,"('14800.0', '6/1/2011 14:12')","('555245',)",1.0
480,"('555245', '6/1/2011 14:12')","('14800.0',)",1.0
481,"('555344',)","('15311.0', '6/2/2011 11:45')",1.0
482,"('6/2/2011 11:45',)","('15311.0', '555344')",1.0
483,"('15311.0', '555344')","('6/2/2011 11:45',)",1.0
484,"('15311.0', '6/2/2011 11:45')","('555344',)",1.0
485,"('555344', '6/2/2011 11:45')","('15311.0',)",1.0
486,"('16529.0',)","('555396', '6/2/2011 17:23')",1.0
487,"('555396',)","('16529.0', '6/2/2011 17:23')",1.0
488,"('6/2/2011 17:23',)","('16529.0', '555396')",1.0
489,"('16529.0', '555396')","('6/2/2011 17:23',)",1.0
490,"('16529.0', '6/2/2011 17:23')","('555396',)",1.0
491,"('555396', '6/2/2011 17:23')","('16529.0',)",1.0
492,"('16117.0',)","('555471', '6/3/2011 11:42')",1.0
493,"('555471',)","('16117.0', '6/3/2011 11:42')",1.0
494,"('6/3/2011 11:42',)","('16117.0', '555471')",1.0
495,"('16117.0', '555471')","('6/3/2011 11:42',)",1.0
496,"('16117.0', '6/3/2011 11:42')","('555471',)",1.0
497,"('555471', '6/3/2011 11:42')","('16117.0',)",1.0
498,"('555736',)","('17730.0', '6/7/2011 9:13')",1.0
499,"('6/7/2011 9:13',)","('17730.0', '555736')",1.0
500,"('17730.0', '555736')","('6/7/2011 9:13',)",1.0
501,"('17730.0', '6/7/2011 9:13')","('555736',)",1.0
502,"('555736', '6/7/2011 9:13')","('17730.0',)",1.0
503,"('555937',)","('12683.0', '6/8/2011 9:39')",1.0
504,"('6/8/2011 9:39',)","('12683.0', '555937')",1.0
505,"('12683.0', '555937')","('6/8/2011 9:39',)",1.0
506,"('12683.0', '6/8/2011 9:39')","('555937',)",1.0
507,"('555937', '6/8/2011 9:39')","('12683.0',)",1.0
508,"('556246',)","('16113.0', '6/9/2011 16:16')",1.0
509,"('16113.0',)","('556246', '6/9/2011 16:16')",1.0
510,"('16113.0', '556246')","('6/9/2011 16:16',)",1.0
511,"('16113.0', '6/9/2011 16:16')","('556246',)",1.0
512,"('556246', '6/9/2011 16:16')","('16113.0',)",1.0
513,"('556257',)","('17576.0', '6/9/2011 17:47')",1.0
514,"('6/9/2011 17:47',)","('17576.0', '556257')",1.0
515,"('17576.0', '556257')","('6/9/2011 17:47',)",1.0
516,"('17576.0', '6/9/2011 17:47')","('556257',)",1.0
517,"('556257', '6/9/2011 17:47')","('17576.0',)",1.0
518,"('557026',)","('16571.0', '6/16/2011 13:14')",1.0
519,"('6/16/2011 13:14',)","('16571.0', '557026')",1.0
520,"('16571.0', '557026')","('6/16/2011 13:14',)",1.0
521,"('16571.0', '6/16/2011 13:14')","('557026',)",1.0
522,"('557026', '6/16/2011 13:14')","('16571.0',)",1.0
523,"('557117',)","('14849.0', '6/16/2011 17:04')",1.0
524,"('6/16/2011 17:04',)","('14849.0', '557117')",1.0
525,"('14849.0', '557117')","('6/16/2011 17:04',)",1.0
526,"('14849.0', '6/16/2011 17:04')","('557117',)",1.0
527,"('557117', '6/16/2011 17:04')","('14849.0',)",1.0
528,"('557528',)","('17159.0', '6/21/2011 9:49')",1.0
529,"('6/21/2011 9:49',)","('17159.0', '557528')",1.0
530,"('17159.0', '557528')","('6/21/2011 9:49',)",1.0
531,"('17159.0', '6/21/2011 9:49')","('557528',)",1.0
532,"('557528', '6/21/2011 9:49')","('17159.0',)",1.0
533,"('557577',)","('14606.0', '6/21/2011 11:02')",1.0
534,"('6/21/2011 11:02',)","('14606.0', '557577')",1.0
535,"('14606.0', '557577')","('6/21/2011 11:02',)",1.0
536,"('14606.0', '6/21/2011 11:02')","('557577',)",1.0
537,"('557577', '6/21/2011 11:02')","('14606.0',)",1.0
538,"('557619',)","('17757.0', '6/21/2011 13:58')",1.0
539,"('6/21/2011 13:58',)","('17757.0',)",0.7317073170731707
540,"('17757.0', '557619')","('6/21/2011 13:58',)",1.0
541,"('17757.0', '6/21/2011 13:58')","('557619',)",1.0
542,"('557619', '6/21/2011 13:58')","('17757.0',)",1.0
543,"('558123',)","('15834.0', '6/27/2011 10:16')",1.0
544,"('6/27/2011 10:16',)","('15834.0', '558123')",1.0
545,"('15834.0', '558123')","('6/27/2011 10:16',)",1.0
546,"('15834.0', '6/27/2011 10:16')","('558123',)",1.0
547,"('558123', '6/27/2011 10:16')","('15834.0',)",1.0
548,"('12424.0',)","('6/30/2011 12:06',)",1.0
549,"('6/30/2011 12:06',)","('12424.0',)",1.0
550,"('558613',)","('14911.0', '6/30/2011 15:46')",1.0
551,"('6/30/2011 15:46',)","('14911.0', '558613')",1.0
552,"('14911.0', '558613')","('6/30/2011 15:46',)",1.0
553,"('14911.0', '6/30/2011 15:46')","('558613',)",1.0
554,"('558613', '6/30/2011 15:46')","('14911.0',)",1.0
555,"('559174',)","('18263.0', '7/7/2011 10:04')",1.0
556,"('7/7/2011 10:04',)","('18263.0', '559174')",1.0
557,"('18263.0', '559174')","('7/7/2011 10:04',)",1.0
558,"('18263.0', '7/7/2011 10:04')","('559174',)",1.0
559,"('559174', '7/7/2011 10:04')","('18263.0',)",1.0
560,"('18013.0',)","('559318', '7/7/2011 14:08')",0.967741935483871
561,"('559318',)","('18013.0', '7/7/2011 14:08')",1.0
562,"('7/7/2011 14:08',)","('18013.0', '559318')",1.0
563,"('18013.0', '559318')","('7/7/2011 14:08',)",1.0
564,"('18013.0', '7/7/2011 14:08')","('559318',)",1.0
565,"('559318', '7/7/2011 14:08')","('18013.0',)",1.0
566,"('15467.0',)","('559545', '7/10/2011 14:42')",0.7692307692307693
567,"('559545',)","('15467.0', '7/10/2011 14:42')",1.0
568,"('7/10/2011 14:42',)","('15467.0', '559545')",1.0
569,"('15467.0', '559545')","('7/10/2011 14:42',)",1.0
570,"('15467.0', '7/10/2011 14:42')","('559545',)",1.0
571,"('559545', '7/10/2011 14:42')","('15467.0',)",1.0
572,"('559794',)","('16700.0', '7/12/2011 13:16')",1.0
573,"('7/12/2011 13:16',)","('16700.0', '559794')",1.0
574,"('16700.0', '559794')","('7/12/2011 13:16',)",1.0
575,"('16700.0', '7/12/2011 13:16')","('559794',)",1.0
576,"('559794', '7/12/2011 13:16')","('16700.0',)",1.0
577,"('559836',)","('13911.0', '7/13/2011 10:09')",1.0
578,"('7/13/2011 10:09',)","('13911.0', '559836')",1.0
579,"('13911.0', '559836')","('7/13/2011 10:09',)",1.0
580,"('13911.0', '7/13/2011 10:09')","('559836',)",1.0
581,"('559836', '7/13/2011 10:09')","('13911.0',)",1.0
582,"('559863',)","('15039.0', '7/13/2011 10:33')",1.0
583,"('7/13/2011 10:33',)","('15039.0', '559863')",1.0
584,"('15039.0', '559863')","('7/13/2011 10:33',)",1.0
585,"('15039.0', '7/13/2011 10:33')","('559863',)",1.0
586,"('559863', '7/13/2011 10:33')","('15039.0',)",1.0
587,"('559904',)","('13149.0', '7/13/2011 13:20')",1.0
588,"('7/13/2011 13:20',)","('13149.0', '559904')",1.0
589,"('13149.0', '559904')","('7/13/2011 13:20',)",1.0
590,"('13149.0', '7/13/2011 13:20')","('559904',)",1.0
591,"('559904', '7/13/2011 13:20')","('13149.0',)",1.0
592,"('560223',)","('16904.0', '7/15/2011 15:32')",1.0
593,"('7/15/2011 15:32',)","('16904.0', '560223')",1.0
594,"('16904.0', '560223')","('7/15/2011 15:32',)",1.0
595,"('16904.0', '7/15/2011 15:32')","('560223',)",1.0
596,"('560223', '7/15/2011 15:32')","('16904.0',)",1.0
597,"('560249',)","('17571.0', '7/17/2011 12:26')",1.0
598,"('7/17/2011 12:26',)","('17571.0', '560249')",1.0
599,"('17571.0', '560249')","('7/17/2011 12:26',)",1.0
600,"('17571.0', '7/17/2011 12:26')","('560249',)",1.0
601,"('560249', '7/17/2011 12:26')","('17571.0',)",1.0
602,"('560527',)","('15727.0', '7/19/2011 11:57')",1.0
603,"('7/19/2011 11:57',)","('15727.0',)",0.9375
604,"('15727.0', '560527')","('7/19/2011 11:57',)",1.0
605,"('15727.0', '7/19/2011 11:57')","('560527',)",1.0
606,"('560527', '7/19/2011 11:57')","('15727.0',)",1.0
607,"('560566',)","('12662.0', '7/19/2011 13:45')",1.0
608,"('7/19/2011 13:45',)","('12662.0', '560566')",1.0
609,"('12662.0', '560566')","('7/19/2011 13:45',)",1.0
610,"('12662.0', '7/19/2011 13:45')","('560566',)",1.0
611,"('560566', '7/19/2011 13:45')","('12662.0',)",1.0
612,"('560568',)","('13895.0', '7/19/2011 14:03')",1.0
613,"('7/19/2011 14:03',)","('13895.0', '560568')",1.0
614,"('13895.0', '560568')","('7/19/2011 14:03',)",1.0
615,"('13895.0', '7/19/2011 14:03')","('560568',)",1.0
616,"('560568', '7/19/2011 14:03')","('13895.0',)",1.0
617,"('560690',)","('16807.0', '7/20/2011 12:00')",1.0
618,"('16807.0', '560690')","('7/20/2011 12:00',)",1.0
619,"('16807.0', '7/20/2011 12:00')","('560690',)",1.0
620,"('560690', '7/20/2011 12:00')","('16807.0',)",1.0
621,"('561050',)","('16558.0', '7/24/2011 13:06')",1.0
622,"('7/24/2011 13:06',)","('16558.0', '561050')",1.0
623,"('16558.0', '561050')","('7/24/2011 13:06',)",1.0
624,"('16558.0', '7/24/2011 13:06')","('561050',)",1.0
625,"('561050', '7/24/2011 13:06')","('16558.0',)",1.0
626,"('13116.0',)","('561068', '7/24/2011 14:33')",0.967741935483871
627,"('561068',)","('13116.0', '7/24/2011 14:33')",1.0
628,"('7/24/2011 14:33',)","('13116.0', '561068')",1.0
629,"('13116.0', '561068')","('7/24/2011 14:33',)",1.0
630,"('13116.0', '7/24/2011 14:33')","('561068',)",1.0
631,"('561068', '7/24/2011 14:33')","('13116.0',)",1.0
632,"('561125',)","('17364.0', '7/25/2011 12:58')",1.0
633,"('7/25/2011 12:58',)","('17364.0', '561125')",1.0
634,"('17364.0', '561125')","('7/25/2011 12:58',)",1.0
635,"('17364.0', '7/25/2011 12:58')","('561125',)",1.0
636,"('561125', '7/25/2011 12:58')","('17364.0',)",1.0
637,"('562087',)","('14606.0', '8/2/2011 12:31')",1.0
638,"('8/2/2011 12:31',)","('14606.0', '562087')",1.0
639,"('14606.0', '562087')","('8/2/2011 12:31',)",1.0
640,"('14606.0', '8/2/2011 12:31')","('562087',)",1.0
641,"('562087', '8/2/2011 12:31')","('14606.0',)",1.0
642,"('562576',)","('15518.0', '8/7/2011 13:08')",1.0
643,"('8/7/2011 13:08',)","('15518.0', '562576')",1.0
644,"('15518.0', '562576')","('8/7/2011 13:08',)",1.0
645,"('15518.0', '8/7/2011 13:08')","('562576',)",1.0
646,"('562576', '8/7/2011 13:08')","('15518.0',)",1.0
647,"('562964',)","('13488.0', '8/11/2011 10:29')",1.0
648,"('8/11/2011 10:29',)","('13488.0',)",0.75
649,"('13488.0', '562964')","('8/11/2011 10:29',)",1.0
650,"('13488.0', '8/11/2011 10:29')","('562964',)",1.0
651,"('562964', '8/11/2011 10:29')","('13488.0',)",1.0
652,"('563023',)","('14639.0', '8/11/2011 13:39')",1.0
653,"('8/11/2011 13:39',)","('14639.0', '563023')",1.0
654,"('14639.0', '563023')","('8/11/2011 13:39',)",1.0
655,"('14639.0', '8/11/2011 13:39')","('563023',)",1.0
656,"('563023', '8/11/2011 13:39')","('14639.0',)",1.0
657,"('563037',)","('12362.0', '8/11/2011 15:02')",1.0
658,"('8/11/2011 15:02',)","('12362.0', '563037')",1.0
659,"('12362.0', '563037')","('8/11/2011 15:02',)",1.0
660,"('12362.0', '8/11/2011 15:02')","('563037',)",1.0
661,"('563037', '8/11/2011 15:02')","('12362.0',)",1.0
662,"('563262',)","('15311.0', '8/15/2011 12:44')",1.0
663,"('8/15/2011 12:44',)","('15311.0', '563262')",1.0
664,"('15311.0', '563262')","('8/15/2011 12:44',)",1.0
665,"('15311.0', '8/15/2011 12:44')","('563262',)",1.0
666,"('563262', '8/15/2011 12:44')","('15311.0',)",1.0
667,"('563540',)","('12473.0', '8/17/2011 12:04')",1.0
668,"('8/17/2011 12:04',)","('12473.0', '563540')",1.0
669,"('12473.0', '563540')","('8/17/2011 12:04',)",1.0
670,"('12473.0', '8/17/2011 12:04')","('563540',)",1.0
671,"('563540', '8/17/2011 12:04')","('12473.0',)",1.0
672,"('563739',)","('17750.0', '8/18/2011 20:05')",1.0
673,"('8/18/2011 20:05',)","('17750.0', '563739')",1.0
674,"('17750.0', '563739')","('8/18/2011 20:05',)",1.0
675,"('17750.0', '8/18/2011 20:05')","('563739',)",1.0
676,"('563739', '8/18/2011 20:05')","('17750.0',)",1.0
677,"('563749',)","('12360.0', '8/19/2011 10:10')",1.0
678,"('8/19/2011 10:10',)","('12360.0', '563749')",1.0
679,"('12360.0', '563749')","('8/19/2011 10:10',)",1.0
680,"('12360.0', '8/19/2011 10:10')","('563749',)",1.0
681,"('563749', '8/19/2011 10:10')","('12360.0',)",1.0
682,"('18200.0',)","('564553', '8/25/2011 18:45')",1.0
683,"('564553',)","('18200.0', '8/25/2011 18:45')",1.0
684,"('8/25/2011 18:45',)","('18200.0', '564553')",1.0
685,"('18200.0', '564553')","('8/25/2011 18:45',)",1.0
686,"('18200.0', '8/25/2011 18:45')","('564553',)",1.0
687,"('564553', '8/25/2011 18:45')","('18200.0',)",1.0
688,"('565209',)","('15910.0', '9/1/2011 16:59')",1.0
689,"('9/1/2011 16:59',)","('15910.0', '565209')",1.0
690,"('15910.0', '565209')","('9/1/2011 16:59',)",1.0
691,"('15910.0', '9/1/2011 16:59')","('565209',)",1.0
692,"('565209', '9/1/2011 16:59')","('15910.0',)",1.0
693,"('565224',)","('14713.0', '9/1/2011 19:11')",1.0
694,"('9/1/2011 19:11',)","('14713.0', '565224')",1.0
695,"('14713.0', '565224')","('9/1/2011 19:11',)",1.0
696,"('14713.0', '9/1/2011 19:11')","('565224',)",1.0
697,"('565224', '9/1/2011 19:11')","('14713.0',)",1.0
698,"('4.96',)","('14096.0',)",1.0
699,"('565427',)","('17774.0', '9/4/2011 12:49')",1.0
700,"('9/4/2011 12:49',)","('17774.0', '565427')",1.0
701,"('17774.0', '565427')","('9/4/2011 12:49',)",1.0
702,"('17774.0', '9/4/2011 12:49')","('565427',)",1.0
703,"('565427', '9/4/2011 12:49')","('17774.0',)",1.0
704,"('565437',)","('17050.0', '9/4/2011 13:48')",1.0
705,"('9/4/2011 13:48',)","('17050.0', '565437')",1.0
706,"('17050.0', '565437')","('9/4/2011 13:48',)",1.0
707,"('17050.0', '9/4/2011 13:48')","('565437',)",1.0
708,"('565437', '9/4/2011 13:48')","('17050.0',)",1.0
709,"('565595',)","('13192.0', '9/5/2011 14:13')",1.0
710,"('9/5/2011 14:13',)","('13192.0', '565595')",1.0
711,"('13192.0', '565595')","('9/5/2011 14:13',)",1.0
712,"('13192.0', '9/5/2011 14:13')","('565595',)",1.0
713,"('565595', '9/5/2011 14:13')","('13192.0',)",1.0
714,"('565672',)","('17700.0', '9/6/2011 9:34')",1.0
715,"('9/6/2011 9:34',)","('17700.0', '565672')",1.0
716,"('17700.0', '565672')","('9/6/2011 9:34',)",1.0
717,"('17700.0', '9/6/2011 9:34')","('565672',)",1.0
718,"('565672', '9/6/2011 9:34')","('17700.0',)",1.0
719,"('565806',)","('15594.0', '9/7/2011 10:51')",1.0
720,"('9/7/2011 10:51',)","('15594.0',)",0.75
721,"('15594.0', '565806')","('9/7/2011 10:51',)",1.0
722,"('15594.0', '9/7/2011 10:51')","('565806',)",1.0
723,"('565806', '9/7/2011 10:51')","('15594.0',)",1.0
724,"('14452.0',)","('565835', '9/7/2011 11:32')",1.0
725,"('565835',)","('14452.0', '9/7/2011 11:32')",1.0
726,"('9/7/2011 11:32',)","('14452.0', '565835')",1.0
727,"('14452.0', '565835')","('9/7/2011 11:32',)",1.0
728,"('14452.0', '9/7/2011 11:32')","('565835',)",1.0
729,"('565835', '9/7/2011 11:32')","('14452.0',)",1.0
730,"('566016',)","('15144.0', '9/8/2011 12:20')",1.0
731,"('9/8/2011 12:20',)","('15144.0', '566016')",1.0
732,"('15144.0', '566016')","('9/8/2011 12:20',)",1.0
733,"('15144.0', '9/8/2011 12:20')","('566016',)",1.0
734,"('566016', '9/8/2011 12:20')","('15144.0',)",1.0
735,"('566397',)","('17811.0', '9/12/2011 12:54')",1.0
736,"('9/12/2011 12:54',)","('17811.0', '566397')",1.0
737,"('17811.0', '566397')","('9/12/2011 12:54',)",1.0
738,"('17811.0', '9/12/2011 12:54')","('566397',)",1.0
739,"('566397', '9/12/2011 12:54')","('17811.0',)",1.0
740,"('16141.0',)","('566399', '9/12/2011 13:11')",1.0
741,"('566399',)","('16141.0', '9/12/2011 13:11')",1.0
742,"('9/12/2011 13:11',)","('16141.0', '566399')",1.0
743,"('16141.0', '566399')","('9/12/2011 13:11',)",1.0
744,"('16141.0', '9/12/2011 13:11')","('566399',)",1.0
745,"('566399', '9/12/2011 13:11')","('16141.0',)",1.0
746,"('566558',)","('15311.0', '9/13/2011 11:51')",1.0
747,"('9/13/2011 11:51',)","('15311.0', '566558')",1.0
748,"('15311.0', '566558')","('9/13/2011 11:51',)",1.0
749,"('15311.0', '9/13/2011 11:51')","('566558',)",1.0
750,"('566558', '9/13/2011 11:51')","('15311.0',)",1.0
751,"('14753.0',)","('566589', '9/13/2011 14:50')",1.0
752,"('566589',)","('14753.0', '9/13/2011 14:50')",1.0
753,"('9/13/2011 14:50',)","('14753.0', '566589')",1.0
754,"('14753.0', '566589')","('9/13/2011 14:50',)",1.0
755,"('14753.0', '9/13/2011 14:50')","('566589',)",1.0
756,"('566589', '9/13/2011 14:50')","('14753.0',)",1.0
757,"('16.63',)","('14096.0',)",1.0
758,"('15239.0',)","('9/22/2011 9:53',)",0.9090909090909091
759,"('567709',)","('15239.0', '9/22/2011 9:53')",1.0
760,"('9/22/2011 9:53',)","('15239.0',)",0.7317073170731707
761,"('15239.0', '567709')","('9/22/2011 9:53',)",1.0
762,"('15239.0', '9/22/2011 9:53')","('567709',)",1.0
763,"('567709', '9/22/2011 9:53')","('15239.0',)",1.0
764,"('567954',)","('13004.0', '9/23/2011 8:30')",1.0
765,"('9/23/2011 8:30',)","('13004.0', '567954')",1.0
766,"('13004.0', '567954')","('9/23/2011 8:30',)",1.0
767,"('13004.0', '9/23/2011 8:30')","('567954',)",1.0
768,"('567954', '9/23/2011 8:30')","('13004.0',)",1.0
769,"('568142',)","('16744.0', '9/25/2011 11:22')",1.0
770,"('9/25/2011 11:22',)","('16744.0', '568142')",1.0
771,"('16744.0', '568142')","('9/25/2011 11:22',)",1.0
772,"('16744.0', '9/25/2011 11:22')","('568142',)",1.0
773,"('568142', '9/25/2011 11:22')","('16744.0',)",1.0
774,"('568183',)","('13991.0', '9/25/2011 13:47')",1.0
775,"('9/25/2011 13:47',)","('13991.0',)",0.9375
776,"('13991.0',)","('9/25/2011 13:47',)",0.8108108108108109
777,"('13991.0', '568183')","('9/25/2011 13:47',)",1.0
778,"('13991.0', '9/25/2011 13:47')","('568183',)",1.0
779,"('568183', '9/25/2011 13:47')","('13991.0',)",1.0
780,"('568197',)","('16746.0', '9/25/2011 14:52')",1.0
781,"('16746.0', '568197')","('9/25/2011 14:52',)",1.0
782,"('16746.0', '9/25/2011 14:52')","('568197',)",1.0
783,"('568197', '9/25/2011 14:52')","('16746.0',)",1.0
784,"('16613.0',)","('569148', '9/30/2011 15:52')",1.0
785,"('569148',)","('16613.0', '9/30/2011 15:52')",1.0
786,"('9/30/2011 15:52',)","('16613.0', '569148')",1.0
787,"('16613.0', '569148')","('9/30/2011 15:52',)",1.0
788,"('16613.0', '9/30/2011 15:52')","('569148',)",1.0
789,"('569148', '9/30/2011 15:52')","('16613.0',)",1.0
790,"('569238',)","('10/2/2011 15:52', '17954.0')",1.0
791,"('10/2/2011 15:52',)","('17954.0', '569238')",1.0
792,"('10/2/2011 15:52', '17954.0')","('569238',)",1.0
793,"('10/2/2011 15:52', '569238')","('17954.0',)",1.0
794,"('17954.0', '569238')","('10/2/2011 15:52',)",1.0
795,"('15091.0',)","('10/3/2011 12:47',)",0.967741935483871
796,"('569327',)","('10/3/2011 12:47', '15091.0')",1.0
797,"('10/3/2011 12:47', '15091.0')","('569327',)",1.0
798,"('10/3/2011 12:47', '569327')","('15091.0',)",1.0
799,"('15091.0', '569327')","('10/3/2011 12:47',)",1.0
800,"('569369',)","('10/3/2011 15:32', '15105.0')",1.0
801,"('10/3/2011 15:32',)","('15105.0', '569369')",1.0
802,"('10/3/2011 15:32', '15105.0')","('569369',)",1.0
803,"('10/3/2011 15:32', '569369')","('15105.0',)",1.0
804,"('15105.0', '569369')","('10/3/2011 15:32',)",1.0
805,"('569457',)","('10/4/2011 11:29', '14606.0')",1.0
806,"('10/4/2011 11:29',)","('14606.0', '569457')",1.0
807,"('10/4/2011 11:29', '14606.0')","('569457',)",1.0
808,"('10/4/2011 11:29', '569457')","('14606.0',)",1.0
809,"('14606.0', '569457')","('10/4/2011 11:29',)",1.0
810,"('569562',)","('10/5/2011 9:43', '12720.0')",1.0
811,"('10/5/2011 9:43',)","('12720.0', '569562')",1.0
812,"('10/5/2011 9:43', '12720.0')","('569562',)",1.0
813,"('10/5/2011 9:43', '569562')","('12720.0',)",1.0
814,"('12720.0', '569562')","('10/5/2011 9:43',)",1.0
815,"('569868',)","('10/6/2011 14:59', '13018.0')",1.0
816,"('10/6/2011 14:59', '13018.0')","('569868',)",1.0
817,"('10/6/2011 14:59', '569868')","('13018.0',)",1.0
818,"('13018.0', '569868')","('10/6/2011 14:59',)",1.0
819,"('570036',)","('10/7/2011 10:50', '16358.0')",1.0
820,"('10/7/2011 10:50',)","('16358.0', '570036')",1.0
821,"('10/7/2011 10:50', '16358.0')","('570036',)",1.0
